Company_ID,Ticker,Company_Name,Sector,Reporting_Period,Revenue,Operating_Profit,Net_Income,EPS,Operating_Margin,Net_Profit_Margin,Currency
CMP-1165,NSC,  Nexus Software Corp  ,TECHNOLOGY,30-09-2022,50689947140.58,15776238907.0,"$ 13,567,231,360.67",8.98,31.12,26.77%,-
CMP-1869,BCG,Beacon Capital Group,Banking & Finance,2022/09/30,37631968460.92,,"USD 13,052,240,792.51",$ 6.43,38.38%,0.3468,usd
CMP-1375,FGHI,foundry global heavy industries,Ind.,2023-06-30,"24,972,582,788.69",USD 1.50B,null,1.88,6.0%,3.68%,EUR
CMP-1629,AB,  Aegis BioLabs  ,Bio/Pharma,2024/06/30,"50,258,062,603.40","9,278,176,170.68",$6.96B,8.16,18.46,13.85,USD
CMP-1017,pc,PrimeConsumer Corp,Consumer Cyclical,31-12-2022,4165051380.20,"$ 555,055,187.23",397102750.75,$1.93,13.33,0.0953,USD
CMP-1016,NGC,nordic gas corp,Enrgy,30-06-2023,7545035827.74,"$ 1,846,889,737.49", 1420969760.86 ,$9.36,-,0.1883,usd
CMP-1272,MAG,meridian asset group,Other,2023-03-31,74.15B,20943634274.17,N/A,10.86,0.2825,24.95,USD
CMP-1294,NGC,Nordic Gas Corp,Energy & Power,12/31/2022,-,173963598.19,TBD,2.72,0.1089,0.0649,USD
CMP-1199, SWP ,Sterling Wealth Partners, Financial Services ,FY2022,"$ 107,797,098,446.05","$31,792,453,402.83",28530838532.89,6.241,0.2949,0.2647,USD
CMP-1240,TO&G,Titan Oil & Gas Ltd,energy,FY2024,"USD 22,235,835,123.69",(1059477003.49),"(2,309,983,427.71)",-1.864,(4.8%),-10.39%,USD
CMP-1536,PEC,PetroDyn Energy Corp, Oil & Gas ,09/30/2022,US$ 8.73B,None,"(USD 495,711,679.72)",-$2.15,(2.0%),-5.68,USD
CMP-1386,PFH,Pinnacle Financial Holdings,Banking & Finance,06/30/2023,4628397548.81,800437692.58,$ 624.53M,2.5562,17.29%,0.1349,CAD
CMP-1932,PSC,Precision Systems Corp,Manufacturing ,2021-12-31,"$39,252,578,348.77",(US$ 1.14B),"(3,631,518,787.74)",-1.74,-2.90,#DIV/0!,USD
CMP-1749,BCG,beacon capital group,FINANCE,30-06-2023,"$ 2,589,737,282.54","$ 1,176,942,150.27",US$ 1.10B,23.477,45.45%,42.62,USD
CMP-1621, VM ,Velocity Motors,Consumer Discretionary,FY2022,N/A,"$6,318,854,092.84","4,276,493,601.46",USD 3.48,#VALUE!,11.92%,$
CMP-1041,CT,CloudScale Technologies,technology,2023-09-30,$ 19.37B,6291375668.86,"$ 5,279,221,636.23",6.23,0.3248,27.3%,usd
CMP-1303,TB,,consumer cyclical,2021-06-30,51498052318.78,1652432478.98,US$ 488.65M,$ 0.37,3.21%,0.95%,USD
CMP-1416, AS ,AlphaBio Sciences,HealthCare ,2021/12/31,9828971533.04,1613754668.39,"$ 1,082,878,263.84",USD 1.86,16.42,11.0%,
CMP-1810, HB ,  Horizon Bancorp  ,Banking & Finance,2024-12-31,100532839448.49,33407856798.40,USD 27.88B,,33.2%,27.73%,usd
CMP-1412,IG,InfoCore Global,technology,2024/03/31,US$ 75.84B, 27082093616.33 ,23905760769.71,-,#DIV/0!,31.52,USD
CMP-1408,EES,ECHO ENERGY SYSTEMS,Energy & Power,2023, 1645413203.85 ,-64070945.40, -142060198.39 ,-USD 3.06,-3.89%,-0.0863,USD
CMP-1358,VM,Velocity Motors,Consumer Cyclical,Q3 2024,"USD 39,416,672,014.85","$ 1,726,473,335.84","USD 697,922,687.33",0.4,4.38%,1.77%,EUR
CMP-1444,VHS,Vitas Health Systems,health care,09/30/2024,62278130329.35,-5105377433.62,"-$ 6,814,563,510.36",-3.15,(8.2%),-10.94%,EUR
CMP-1624,VM,,Consumer Cyclical,30-09-2021,6.22B,-US$ 153.25M,"(537,613,044.67)",-1.353,(2.5%),-8.64%,USD
CMP-1726,VTC,Vanguardian Trust Co,Financials,2022/09/30,7784397600.42,"$ 3,506,882,131.74","$ 3,115,042,130.63",18.1192,45.05,0.4002,USD
CMP-1910,GT,GenePure Therapeutics,HEALTHCARE,2024-06-30, 59574021751.02 ,21998633969.41,"19,606,109,582.81",16.1,36.93,32.91,USD
CMP-1385,CS,cybernova systems,Technology,2021-06-30,70241838426.93,$17.35B,13201231871.85,8.81,24.70%,18.79,USD
CMP-1110,FGHI,Foundry Global Heavy Industries,INDUSTRIALS,FY2024, 30255606793.92 , 2413309608.66 , 858839947.21 ,NA,7.98%,2.84,USD
CMP-1813,VTC,Vanguardian Trust Co,Fin Services,2022/09/30,"$ 110,580,509,211.89",,"22,070,342,087.96",8.32,24.87%,#VALUE!,usd
CMP-1646, VRB ,Velox Retail Brands,Cons. Cyclical,FY2022, 4285533066.75 ,559226497.52,US$ 375.02M,3.46,0.1305,#VALUE!,USD
CMP-1596,HB,Horizon Bancorp,Banking & Finance,03/31/2023,None,1665520943.52, 1446085401.18 ,5.83,26.39,22.91%,USD
CMP-1947,IG,InfoCore Global,Tech,2021/03/31,,US$ 2.17B,"1,020,137,117.89",2.72,12.59%,0.0591,USD
CMP-1808,FGHI,foundry global heavy industries,Manufacturing ,2021/09/30,13300799660.08,"USD 1,839,329,223.50",1174753361.17,2.04,13.83,8.83,USD
CMP-1806,NAI,NextGen Apparel Inc,Cons. Cyclical,FY2022, 37296485602.21 ,"4,233,057,892.74",3175036723.53,3.1937,11.35%,8.5%,USD
CMP-1437,TMW,titan machine works,Ind.,30-06-2022,27173253018.09,"$ 5,034,668,862.93","3,555,241,071.92",7.1043,18.53%,0.1308,$
CMP-1728,AQC,  Apex Quantum Corp  , Tech ,2022-03-31,"USD 68,461,913,524.36","USD 3,556,572,634.90",76025063.21,NA,5.19%,0.11%,USD
CMP-1633,CS,CyberNova Systems,technology,FY2023,"2,152,032,750.17","USD 124,444,539.50",-$ 15.28M,-USD 0.36,5.78,-0.71,$
CMP-1894,PE,Pioneer Equipment,Manufacturing ,FY2021,"$ 16,917,218,954.96","3,226,950,042.12","USD 2,611,011,454.67",3.77,19.1%,15.43%,USD
CMP-1811, VM ,Velocity Motors,Cons. Cyclical,09/30/2024,44174320321.87,"$7,061,354,813.63", 4055468688.49 ,3.591,15.99,0.0918,EUR
CMP-1457,,STERIMED DIAGNOSTICS,HEALTHCARE,2023/12/31,26691025439.08,"($594,420,535.63)","($ 2,249,000,252.89)",(USD 2.72),-2.23%,(8.4%),USD
CMP-1678,SWP,Sterling Wealth Partners,Banking & Finance,2022-06-30,62844468675.94,13.00B,10787349451.49,4.35,20.68%,0.1717,USD
CMP-1708, PE ,Pioneer Equipment,industrials,31-03-2022,8707980974.74, 1880504672.89 ,1399582725.65,$5.47,0.216,16.1%,USD
CMP-1814,PEC,PetroDyn Energy Corp,energy,09/30/2021,$34.04B,"-$181,720,222.88","(1,895,392,894.10)",-3.04,-0.53%,null,USD
CMP-1674,OMG,  OmniCare Medical Group  ,Bio/Pharma,31-12-2024,52722237479.03,"$3,871,353,896.53",,$0.93,7.34%,1.9%,USD
CMP-1863,IG,InfoCore Global,IT,12/31/2023,1775342949.02,null,"$ 305,929,582.44",6.65,999%,17.2%,USD
CMP-1357,VRI,Vortex Resources Inc,Energy & Power,31-03-2023, 51450740645.81 ,"($ 1,912,373,996.67)",-3742239394.1,error,-3.72%,-7.27%,USD
CMP-1053,SAI,Synapse AI Inc,Information Technology,FY2024,31350685889.59,None,$ 9.39B,$ 7.78,33.3%,29.96%,USD
CMP-1694,FGHI,Foundry Global Heavy Industries,Manufacturing ,2023,"18,522,919,244.54", 1959350148.58 ,"1,371,272,093.42",3.46,10.6%,-120.5%,usd
CMP-1221,SLB,Summit Leisure Brands,Consumer Cyclical,2022-12-31,$ 50.30B,"8,763,964,643.11","$ 6,704,706,998.67",4.30,0.1742,13.3%,USD
CMP-1500,TPC,TerraGreen Power Co, Oil & Gas ,2023-09-30,"45,025,366,449.15",NA,#VALUE!,2.7,11.02,7.2%,USD
CMP-1297, IG ,InfoCore Global,Tech,2024,83868321038.72,12704325771.56,,43.07,15.15,115.00%,$
CMP-1691,BCG,BEACON CAPITAL GROUP,Banking & Finance,30-09-2022,USD 117.43B,"$39,221,737,071.77","$ 135,043,923,351.11",53.54,33.4%,115.00,$
CMP-1302,CT,CloudScale Technologies,IT,FY2021,"14,360,897,104.68",3634186823.49,"2,839,687,620.64",3.25,0.2531,19.77,USD
CMP-1198,VTC,  Vanguardian Trust Co  ,Financials,FY2021,#VALUE!,US$ 12.82B,"USD 9,348,591,333.79",$ 3.78,21.22%,15.47%,EUR
CMP-1819, BCG ,Beacon Capital Group,Financial Services,06/30/2023,"USD 7,768,570,011.21",2233290070.39,1947686731.48,4.52,28.7%,25.07%,USD
CMP-1285,grb,GLOBAL RESERVE BANK, Financial Services ,Q2 2021,49297280555.91,"21,987,262,271.19","USD 18,797,483,695.64",9.665,44.60,None,usd
CMP-1733,SLB,Summit Leisure Brands,consumer cyclical,2023, 23575313220.31 , 824283152.75 ,"(USD 168,880,567.95)",($0.32),0.035,-0.0072,USD
CMP-1144,ALG,Aura Lifestyle Goods,Retail & Consumer,FY2023,34042186957.01,1443679754.95,(509441255.23),(0.25),4.2%,-1.50,USD
CMP-1049,NSC,  Nexus Software Corp  ,TECHNOLOGY,2021-06-30,N/A,"18,158,694,173.96", 17015445825.87 ,6.7,0.3217,30.14%,usd
CMP1074,ALG,  Aura Lifestyle Goods  ,Retail & Consumer,Q3 2022, 24199530996.74 ,815302897.98,"$ 121,630,214.54",0.11,null,0.50%,$
CMP-1149,EES,Echo Energy Systems,ENERGY,FY2022,"84,654,828,029.92",1880420569.33,-2325199345.04,(USD 1.25),0.0222,-2.75,$
CMP-1084,OMG,OMNICARE MEDICAL GROUP,HEALTHCARE,31-12-2024,"USD 29,829,777,650.71",7752632794.09,"6,580,169,449.28",#DIV/0!,25.99%,22.1%,USD
CMP-1453,BL,BioGenix Laboratories,HEALTHCARE,31-03-2024,33661107144.19,$ 1.55B,"$ 138,264,936.81",0.09,4.61%,0.0041,USD
CMP-1822,TB,TrendSet Brands,Consumer Discretionary,2022-06-30,12692181159.37,"(301,996,107.30)",-619.92M,-1.1,-2.38%,(4.9%),USD
CMP-1843,CS,CyberNova Systems,technology,2023-09-30,"24,392,287,116.03",US$ 3.27B,"USD 1,654,724,679.55",,13.42,None,USD
CMP-1617,VRI,  Vortex Resources Inc  ,energy,2022,35342827646.72,"$5,055,449,691.68","$3,695,080,830.35",1.81,14.30%,10.5%,USD
CMP-1001,SWP,Sterling Wealth Partners,Financial Services,FY2023,103981284649.26,"USD 32,430,745,585.94",27225884335.80,12.27,0.3119,N/A,$
CMP-1941,PE,Pioneer Equipment,Industrials,2024/12/31,"USD 39,671,977,096.17",397894272.49,-1730690049.49,($2.27),1.00%,-0.0436,USD
CMP-1399,MLR,Metro Living Retail,Retail & Consumer,30-09-2022,3468094528.38,"10,577,975.24",-194171664.56,(2.00),0.3%,(5.6%),$
CMP-1516,PE,Pioneer Equipment,industrials,2023/12/31,"34,913,007,100.33",6012243012.75,4822545290.79,7.5,17.22%,13.8%,USD
CMP-1668,TO&G,titan oil & gas ltd,ENERGY,30-09-2022,90318391619.37,"($12,395,709,160.99)",-16821711520.57,-7.12,-13.72%,-18.62,USD
CMP-1492,BI,ByteWave Interactive,Technology,2024,15.78B,"$ 4,036,237,073.02",3600586003.84,7.943,25.58,22.82%,USD
CMP-1750,BCG,Beacon Capital Group,Financial Services,2024-06-30,29211959951.69,USD 5.90B,USD 4.99B,6.56,20.20,17.09,USD
CMP-1709,VRI,VORTEX RESOURCES INC,ENERGY,2022,33246533871.53,983932956.82,-341959391.18,-0.28,0.0296,-1.03,usd
CMP-1131,AF,Apex Financial,Financial Services,FY2022,74763778017.28,$ 4.70B,"(15,309,248.02)",-$ 0.01,0.0629,-0.02,USD
CMP-1326, SD ,,Health Care,2024/03/31,43174189933.21, 14865801219.49 ,"12,263,109,610.47",11.74,34.43,28.40%,USD
CMP-1143, NAI ,NextGen Apparel Inc,Cons. Cyclical,2021-12-31,#VALUE!,"USD 495,939,287.85",49324429.63,N/A,0.0428,0.43,usd
CMP-1299,SI,SteelCore Industries,Manufacturing ,FY2021,US$ 24.91B,$5.85B,US$ 5.24B,6.47,23.47,0.2103,-
CMP-1513,VM,,Consumer Cyclical,FY2021,,183408904.02,$ 46.21M,1.08,#DIV/0!,#VALUE!,EUR
CMP-1778,PHG,pulse health group,Health Care,09/30/2021, 38847322464.89 ,10700899549.88,-,9.84,0.2755,22.65,USD
CMP-1123,SAI,SYNAPSE AI INC,Information Technology,2021-06-30,51583917733.16,"1,449,775,462.99",-171617475.14,-0.1505,2.81,(0.3%),USD
CMP-1118, AB ,Aegis BioLabs,HEALTHCARE,06/30/2022,24520001777.72,4837217774.52,$ 3.88B,USD 9.28,N/A,0.1582,USD
CMP-1773,PFH,Pinnacle Financial Holdings,Financials,2023,92805305922.85,45568663481.81,41.17B,USD 7.98,0.491,0.4436,USD
CMP1764,GT,GenePure Therapeutics,Bio/Pharma,09/30/2023,"$ 55,584,913,349.93",#VALUE!,6214118449.35,N/A,None,0.1118,USD
CMP-1466,SAI,Synapse AI Inc,Information Technology,FY2024,$ 81.32B,8362411070.59,5731835690.36,3.932,10.28%,7.05,USD
CMP-1480,CFC,Continental Freight Corp,Ind.,2024-06-30, 38730605193.11 ,$2.51B,208341428.73,N/A,0.0647,0.54%,USD
CMP-1486,TPC,TerraGreen Power Co,Energy,09/30/2022,"78,188,748,676.72",USD 29.38B,"24,041,577,200.90",7.4317,0.3757,30.7%,USD
CMP-1812,DS,DataSphere Solutions,technology,2024/03/31,41598854431.19,NA,1621843968.02,N/A,8.8%,3.90%,usd
CMP-1553, PEC ,PetroDyn Energy Corp,energy,Q2 2024,"USD 75,946,942,178.98","(USD 4,330,918,208.22)","(8,972,880,274.78)",($ 6.33),-5.70%,-0.1181,USD
CMP-1170,CFC,Continental Freight Corp,industrials,2021-03-31,17300803579.83,"$ 1,575,856,975.77",$ 523.45M,1.05,9.11%,3.03%,USD
CMP-1732,PE,Pioneer Equipment,Industrials,09/30/2023,"USD 37,820,090,840.90","9,829,321,277.21",8603224928.09,10.63,0.2599,22.75%,USD
CMP-1568,BI,ByteWave Interactive,Tech,2021-12-31,NA,12551333123.82,"10,275,865,794.90",4.2295,19.37%,15.86,USD
CMP-1229,VHS,Vitas Health Systems,HealthCare ,FY2024,28308990822.16,2729655838.45, 1814706377.13 ,3.32,0.0964,6.41,USD
CMP-1783,PEC,PetroDyn Energy Corp,energy,2022-12-31,USD 62.82B,3374852900.61,(382766845.69),-0.2,5.37,-0.0061,USD
CMP-1467,FGHI,Foundry Global Heavy Industries,Industrial,30-09-2024,USD 12.07B,573581935.10,USD 168.12M,NA,0.0475,1.4%,USD
CMP-1654,nsc,Nexus Software Corp,TECHNOLOGY,2024-09-30,USD 64.41B,"$ 13,513,601,956.97",9912141040.48,4.0,0.2098,,EUR
CMP-1008,AQC,APEX QUANTUM CORP, Tech ,2022-03-31,25996478314.36, 6627128321.47 ,5535078017.25,4.36,0.2549,21.29%,usd
CMP-1739,IG,InfoCore Global,TECHNOLOGY,2022-12-31,TBD,"5,556,577,790.60",$ 4.07B,$ 1.96,9.53%,7.0%,USD
CMP-1840, MAG ,meridian asset group,Financials,2023/09/30,"58,908,048,107.41",9229307535.19, 6423333800.17 ,3.46,15.67%,null,usd
CMP-1483, SI ,STEELCORE INDUSTRIES,INDUSTRIALS,12/31/2024,$41.80B,$ 4.88B,3.54B,2.99,null,8.5%,$
CMP-1577,SI,SteelCore Industries,Manufacturing ,30-09-2023,42115097019.15,USD 5.46B,"2,628,251,276.29",1.35,12.96%,6.24%,EUR
CMP-1548,CE,Crestline Exploration,Energy,31-12-2022,#VALUE!,"$10,371,994,992.41","$ 8,503,913,698.59",1.92,N/A,12.3%,USD
CMP-1007,HB,Horizon Bancorp,Banking & Finance,03/31/2021,"USD 113,881,598,809.22", 26016983938.34 ,US$ 18.24B,8.23,22.85%,16.0%,USD
CMP-1195,DS,DataSphere Solutions,Information Technology,Q2 2023,35695824390.46,"$7,214,682,963.90",4867957544.65,4.27,20.21,#DIV/0!,USD
CMP-1478,SLB,Summit Leisure Brands,Retail & Consumer,FY2024,"USD 9,201,022,254.96",488548397.95,115094757.25,0.5541,150.0%,0.0125,USD
CMP-1557,AQC,  Apex Quantum Corp  , Tech ,06/30/2023,"29,497,702,543.61","USD 2,190,643,525.80","$ 1,372,879,091.00",USD 0.75,0.0743,4.65,USD
CMP-1823,ALG,aura lifestyle goods,Consumer Discretionary,2021/06/30,8185428439.01,US$ 541.43M,($ 20.53M),-0.12,0.0661,-0.0025,EUR
CMP-1874,BL,BioGenix Laboratories,Healthcare,06/30/2022,-,12138775214.41,10033794526.93,error,28.20%,23.31%,USD
CMP-1244, SD ,SteriMed Diagnostics,HEALTHCARE,2023-03-31,56865632590.66,15020711926.51, 11612233574.44 ,12.23,26.41,20.4%,USD
CMP-1616,NGC,Nordic Gas Corp, Oil & Gas ,2024-09-30,90917582563.27,-33626188190.00,(US$ 37.53B),(10.07),(37.0%),-41.27,USD
CMP-1436, SI ,STEELCORE INDUSTRIES,industrials,2021-12-31,"USD 35,206,537,963.41",9541982426.30, 7942970922.33 ,6.41,0.0%,22.56%,USD
CMP-1307,VL,Vanguard Logistics,INDUSTRIALS,Q2 2024,35148506301.65,7107361036.91,6260932313.99,3.16,20.22,N/A,usd
CMP-1847,PC,primeconsumer corp,consumer cyclical,FY2021,"48,086,540,354.45",1025674748.61,(536341867.04),-0.2994,2.13%,(1.1%),USD
CMP-1530,CH,Crestview Holdings,Financials,12/31/2024,114078566994.57,48815119734.27, 43645843065.12 ,16.7,42.8%,38.26%,USD
CMP-1128, OAM ,Orbital Aerospace Mfg,Manufacturing ,12/31/2024,"USD 33,831,339,296.59", 2694479328.75 ,"USD 1,993,249,266.86",1.81,null,5.89,$
CMP-1327,NSC,Nexus Software Corp,Tech,2022/09/30,"$73,822,818,151.55",15447962628.13, 13211717354.26 ,#DIV/0!,20.9%,#VALUE!,USD
CMP-1168,SLB,Summit Leisure Brands,Retail & Consumer,03/31/2022,7773503476.78,"$ 344,591,921.97","125,512,850.39",0.362,4.43%,0.0161,usd
CMP-1062,SEG,  Solaris Energy Group  ,Energy & Power,2023/03/31,NA,19363709649.77,"$16,020,220,474.35",12.67,33.03,27.33,USD
CMP-1727,ah,Apex Hydrocarbons,Enrgy,Q1 2022, 8168597371.67 ,701318225.83,"149,329,052.68",$0.96,#VALUE!,1.8%,USD
CMP-1756,CT,,technology,12/31/2023,"$ 45,332,970,035.40",11343234352.17,10170914894.25,6.7699,25.02,-,USD
CMP-1854,HCP,,Energy,2022-03-31,US$ 73.21B,25690356410.10,23601195108.77,USD 5.28,35.09%,#DIV/0!,usd
CMP-1379,OMG,OmniCare Medical Group,HealthCare ,03/31/2021,"$ 3,984,440,881.64","USD 1,838,607,709.79",US$ 1.65B,$ 24.01,46.1%,0.4133,
CMP-1653,MLR,Metro Living Retail,Consumer Discretionary,2023-03-31, 52811444681.86 ,2383445840.67,-49734896.18,(0.06),4.51%,(0.1%),USD
CMP-1071,NAI,NextGen Apparel Inc,Consumer Cyclical,2024/09/30,4785575828.16,"419,757,499.77","$ 311,679,643.43",2.53,0.0877,0.0651,USD
CMP-1324,CP,Curative Pharmaceuticals,Health Care,2024/09/30,US$ 28.05B,7120688684.02,$5.57B,4.47,25.38%,19.85%,USD
CMP-1925,SEG,Solaris Energy Group, Oil & Gas ,12/31/2024,$ 40.15B,-,"1,050,450,148.25",error,4.9%,,usd
CMP-1227,NSC,Nexus Software Corporation,Information Technology,FY2022,,1914781599.36,"$50,091,565.52",0.05,0.0377,0.10,USD
CMP-1662,VHS,Vitas Health Systems,HealthCare ,FY2021,49.48B,-3219386944.79,-6075305954.75,-6.916,-6.51,-0.1228,$
CMP-1830,BL,BioGenix Laboratories,Bio/Pharma,2021-06-30,"USD 9,433,594,787.98", -737901704.51 ,($ 1.16B),($2.29),(7.8%),#DIV/0!,USD
CMP-1573,AQC,Apex Quantum Corp,IT,03/31/2021,17231332348.73,NA,None,4.83,32.79%,28.82,USD
CMP-1606,psc,Precision Systems,industrials,FY2024,"35,965,133,809.96","USD 2,379,694,138.14",$1.16B,1.51,6.6%,3.24%,$
CMP-1440,AB,Aegis BioLabs,HealthCare ,31-03-2022,USD 6.52B,2321139844.03,2124265234.36,USD 13.03,0.3561,32.59%,USD
CMP-1393,AHM,Atlas Heavy Machinery,Manufacturing ,03/31/2024,46832216417.17,3994267100.18, 1556715619.65 ,$ 1.73,8.53%,0.0332,USD
CMP-1772,CP,CURATIVE PHARMACEUTICALS,Bio/Pharma,2024-03-31,"USD 14,210,967,580.77","$ 1,656,534,620.99",1368539787.86,4.931,11.66,9.63,USD
CMP-1490, PC ,PrimeConsumer Corp,Cons. Cyclical,FY2023,43650048139.06,"$ 5,675,747,680.71", 2825086883.35 ,145.8,13.0%,0.0647,USD
CMP-1183,TMW,Titan Machine Works,Industrial,2021/09/30,"$ 19,312,765,834.64",$1.43B,"598,612,764.92",1.7862,0.0741,3.10%,$
CMP-1338,CP,CURATIVE PHARMACEUTICALS,HEALTHCARE,2021/12/31,"$ 56,489,311,592.36",4415920177.07,USD 656.70M,0.54,0.0782,1.16,USD
CMP-1845,VRB,velox retail brands,Cons. Cyclical,FY2024,4877245284.82,98700875.45,-134622859.32,-1.46,2.02%,-0.0276,EUR
CMP-1161,VTC,vanguardian trust co,Banking & Finance,2022-06-30,"$ 29,316,444,970.09","5,270,959,828.55",$ 4.52B,6.5,17.98%,15.41,USD
CMP-1727,ah,Apex Hydrocarbons,Enrgy,Q1 2022, 8168597371.67 ,701318225.83,"149,329,052.68",$0.96,#VALUE!,1.8%,USD
CMP-1349,MAG,meridian asset group,Financials,FY2021,USD 55.78B,11713203435.53,"9,538,371,652.48",$9.21,21.00%,17.10,USD
CMP1527,tpc,TerraGreen Power,Energy & Power,2022,42399411358.83,"3,249,391,100.64","$ 1,114,390,834.48",1.141,7.66%,2.63%,USD
CMP-1807,CP,Curative Pharmaceuticals,HEALTHCARE,FY2022,44932187757.68,USD 5.59B,3122061376.90,USD 3.07,12.43,6.95%,-
CMP-1155,VRI,Vortex Resources Inc,Energy,2022-06-30,$27.44B,"749,736,521.61","(36,974,866.13)",-USD 0.07,2.73%,-0.0013,USD
CMP-1006, DS ,  DataSphere Solutions  ,Tech,30-06-2022,"50,416,376,167.94",11831024446.0, 57978832593.14 ,USD 20.62,23.47%,1.15,usd
CMP-1207,UOG,Urban Outfitters Group,Cons. Cyclical,03/31/2022,13176234679.47,951051280.39,null,1.22,7.22,4.7%,USD
CMP-1892, BL ,biogenix laboratories,Healthcare,2023-09-30,14785783962.26,"-1,133,025,465.40",-,-$ 3.91,-7.66,null,$
CMP-1834,BI,ByteWave Interactive,technology,31-03-2024, 26782335896.90 ,US$ 9.83B,USD 7.96B,16.3649,36.7%,29.74,USD
CMP-1004,AQC,Apex Quantum Corp,,03/31/2023,"$52,065,718,117.19",8780074899.55,"$ 6,785,015,914.12",$4.63,0.1686,0.1303,USD
CMP-1213,MAG,Meridian Asset Group,FINANCE,30-06-2021,"$ 52,504,345,537.50",7282224902.43,"USD 5,459,101,392.28",USD 6.00,0.1387,10.4%,USD
CMP-1619,GRB,Global Reserve Bank, Financial Services ,FY2023,-,#VALUE!, 16142737863.63 ,11.16,24.80,20.44,USD
CMP-1496,AH,Apex Hydrocarbons,ENERGY,30-09-2024, 83842173159.79 , -6206167926.35 ,-7935863483.20,-$ 3.80,-7.40,-9.47%,usd
CMP-1561,PFH,Pinnacle Financial Holdings, Financial Services ,2023-06-30,3596145368.38,"$ 840,744,257.42",$ 677.94M,USD 11.01,0.2338,0.1885,$
CMP-1438,HB,Horizon Bancorp,Financial Services,30-06-2022,"USD 76,464,075,071.32", 16650983717.52 ,13357073947.40,2.69,21.78%,0.1747,USD
CMP-1435,CT,CloudScale Technologies,,FY2021, 18266439431.46 ,"$3,830,341,013.70", 3003005846.21 ,8.69,20.97,16.44,USD
CMP-1274,VTC,Vanguardian Trust Co,Fin Services,31-12-2024,91395039929.49,30507868640.22,"27,117,696,828.34",$ 12.90,0.3338,29.67,USD
CMP-1833, PC ,PrimeConsumer Corp,Retail & Consumer,31-03-2021,$36.73B,($2.18B),-4340373521.20,(6.36),(5.9%),-0.1182,USD
CMP-1922,CH,Crestview,Fin Services,09/30/2024, 90946772499.58 , 17821284401.85 ,$ 15.93B,7.84,0.196,17.51%,USD
CMP-1338,CP,CURATIVE PHARMACEUTICALS,HEALTHCARE,2021/12/31,"$ 56,489,311,592.36",4415920177.07,USD 656.70M,0.54,0.0782,1.16,USD
CMP-1697, MS ,MICROLOGIC SYSTEMS,Information Technology,2023-12-31,"68,030,295,427.65","15,292,691,182.18",US$ 12.05B,$5.82,0.2248,17.7%,USD
CMP-1921,MAG,Meridian Asset Group,,2024-09-30,$ 19.48B,3450556571.93,"2,894,492,936.13",5.02,17.71%,0.1486,USD
CMP-1044,SD,STERIMED DIAGNOSTICS,Healthcare,03/31/2023,16825570471.27,5334003614.08,"4,530,413,685.59",$ 10.46,31.70,26.93,-
CMP-1612,PC,PrimeConsumer Corp,consumer cyclical,2022/09/30,"$27,210,390,821.09",$4.74B,3236236857.75,USD 1.81,0.1741,None,USD
CMP-1343,,AlphaBio Sciences,HealthCare ,2022-06-30,"26,316,789,681.59","USD 9,990,617,809.83",9033958869.61,15.46,0.3796,150.0%,USD
CMP-1493, SLB ,Summit Leisure Brands,Consumer Discretionary,2024-12-31,"USD 33,879,861,576.33",4257149768.36,$3.44B,5.552,12.57%,0.1015,USD
CMP-1717,AS,AlphaBio Sciences,HEALTHCARE,30-09-2022, 44232863603.22 ,8593868242.93,6806525067.28,$2.41,19.43%,0.1539,USD
CMP-1795,TPC,  TerraGreen Power Co  ,Energy & Power,FY2024,4.31B,"$848,960,296.02","$ 674,020,633.94",3.26,19.68,0.1563,USD
CMP-1479,AHM,atlas heavy machinery,Ind.,06/30/2021,US$ 26.24B,"6,577,201,230.85",5970808060.76,8.66,25.07%,22.76%,USD
CMP-1096,FGHI,Foundry Global Heavy Industries,industrials,Q4 2021,"14,158,931,748.90",2751711991.23,1.94B,6.9,0.1943,#DIV/0!,USD
CMP-1145,MLR,Metro Living Retail,Consumer Discretionary,2024/03/31,$ 13.96B,"(719,265,696.01)","(1,496,316,251.58)",-5.93,(5.2%),-10.72,usd
CMP-1675,NAI,NEXTGEN APPAREL INC,Consumer Cyclical,31-12-2023,36040322708.94,US$ 4.95B,3960251414.01,None,-,0.1099,None
CMP-1409,AQC,Apex Quantum Corporation,Information Technology,2024-03-31,71793698470.46,15.53B,"USD 13,740,107,128.66",USD 7.08,21.6%,19.14,USD
CMP-1397,VHS,Vitas Health Systems,HEALTHCARE,30-09-2022,,5225339048.18,3842716617.10,$2.30,15.86,999%,-
CMP-1940,SAI,SYNAPSE AI INC,Tech,31-03-2023,"$ 25,374,819,283.27",-,3341266298.50,5.96,0.1637,0.1317,USD
CMP-1289,NAI,nextgen apparel inc,Retail & Consumer,2022-09-30,"$ 34,479,495,657.56",4253128706.25,"$3,337,275,933.59",1.594,12.34%,9.68%,-
CMP-1167,NSC,nexus software corp,IT,2024-09-30,TBD,"$14,543,682,850.49",11472431696.23,9.6248,23.07%,18.20%,usd
CMP-1521,PEC,PetroDyn Energy,Energy & Power,2024-12-31,18013701965.46,5437335574.28,"$5,005,935,187.36",USD 7.16,#DIV/0!,-,USD
CMP-1779,UOG,URBAN OUTFITTERS GROUP,Consumer Cyclical,30-06-2021,8690571708.6,"857,198,673.13",$477.45M,2.6,9.86,5.49,USD
